CL_RN,COMERCIO_CON_MAS_CONSUMO,LIM_CREDITO,ANIO_COSECHA,COD_MORA,PAGO_CONTADO,METAL_TJT,COD_RANGO_EDAD
4869,SUPERMERCADOS,20496.0,2021,0,N,4,5.0
4869,SUPERMERCADOS,27000.0,2017,0,N,6,5.0
4870,TELECOMUNICACIONES,73984.0,2020,0,N,5,5.0
4871,SUPERMERCADOS,22440.0,2021,0,S,1,7.0
4872,RESTAURANTES,15000.0,2020,0,S,5,4.0
4873,SUPERMERCADOS,17904.0,2020,0,N,4,5.0
4874,TELECOMUNICACIONES,14800.0,2015,0,N,6,10.0
4875,SUPERMERCADOS,135160.0,2020,0,N,2,8.0
4876,RESTAURANTES,12600.0,2019,0,N,6,5.0
4877,GASOLINERAS,30800.0,2015,0,N,5,6.0
4878,RESTAURANTES,80000.0,2022,0,N,2,5.0
4879,MERCANCÍA GENERAL,5840.0,2019,0,S,6,3.0
4880,GASOLINERAS,18000.0,2017,0,N,6,5.0
4881,RESTAURANTES,16496.0,2016,0,N,5,5.0
4882,ELECTRÓNICA,29224.0,2020,0,N,4,5.0
4883,RESTAURANTES,137160.0,2015,0,N,1,5.0
4884,AUTOMOTRIZ,9064.0,2022,0,N,5,3.0
4884,AUTOMOTRIZ,10000.0,2020,0,N,6,3.0
4885,TELECOMUNICACIONES,12000.0,2018,0,N,4,8.0
4886,AUTOMOTRIZ,58272.0,2022,0,N,1,6.0
4887,TRANSPORTE,31056.0,2015,0,N,6,5.0
4888,OTROS BIENES Y SERVICIOS,80000.0,2020,0,S,2,5.0
4889,LIBROS-PERIÓDICOS,60000.0,2019,0,N,1,5.0
4890,ENTRETENIMIENTO - PARQUES,9120.0,2021,0,N,5,5.0
4891,OTROS BIENES Y SERVICIOS,21280.0,2019,0,N,4,5.0
4892,RECURRENTES,9680.0,2015,0,N,5,11.0
4893,ROPA/ACCESORIOS,31560.0,2015,0,S,6,12.0
4894,RESTAURANTES,8240.0,2021,0,S,5,5.0
4895,MASCOTAS/ANIMALES DOMÉSTICOS,175520.0,2015,0,N,4,8.0
4896,TELECOMUNICACIONES,12000.0,2022,0,N,4,4.0
4897,ENTRETENIMIENTO - PARQUES,182400.0,2019,0,N,2,8.0
4898,RESTAURANTES,12000.0,2020,0,N,5,4.0
4899,OTROS BIENES Y SERVICIOS,5000.0,2015,0,N,6,5.0
4900,SUPERMERCADOS,39200.0,2021,0,N,3,5.0
4901,ALOJAMIENTO,40800.0,2016,0,N,5,7.0
4902,AUTOMOTRIZ,15168.0,2021,0,N,4,5.0
4903,RESTAURANTES,16800.0,2022,0,N,4,4.0
4904,CONSTRUCCIÓN,11072.0,2021,0,S,5,4.0
4905,RESTAURANTES,55640.0,2019,0,N,5,7.0
4906,SUPERMERCADOS,34200.0,2017,0,N,3,5.0
4907,ARTÍCULOS DE ESPECIALIDAD,80000.0,2020,0,N,2,5.0
4908,MATERIALES/EQUIPOS DE OFICINA,37544.0,2019,0,N,1,4.0
4909,RESTAURANTES,181600.0,2015,0,N,4,12.0
4910,ORGANISMOS,19496.0,2021,0,N,4,4.0
4911,SUPERMERCADOS,24280.0,2015,0,N,6,5.0
4912,TELECOMUNICACIONES,14080.0,2020,0,S,5,5.0
4913,GOBIERNO,26000.0,2020,0,N,5,4.0
4914,MERCANCÍA GENERAL,8000.0,2019,0,N,6,5.0
4915,TELECOMUNICACIONES,13200.0,2021,0,S,4,5.0
4916,RESTAURANTES,33760.0,2015,0,S,6,4.0
4917,MEDICINA,4800.0,2022,0,N,6,4.0
4918,ARTÍCULOS DE ESPECIALIDAD,6048.0,2021,0,S,5,4.0
4918,ARTÍCULOS DE ESPECIALIDAD,7840.0,2021,0,S,5,4.0
4919,SUPERMERCADOS,135200.0,2019,0,N,3,9.0
4920,REGALOS,12000.0,2019,0,N,4,7.0
4920,REGALOS,13200.0,2021,0,N,4,7.0
4921,RESTAURANTES,8000.0,2022,0,N,5,5.0
4922,MASCOTAS/ANIMALES DOMÉSTICOS,17504.0,2019,0,N,6,4.0
4923,RESTAURANTES,7560.0,2019,0,N,5,4.0
4924,TELECOMUNICACIONES,36000.0,2015,0,N,6,4.0
4925,OTROS BIENES Y SERVICIOS,70000.0,2021,0,N,2,4.0
4926,SUPERMERCADOS,10560.0,2021,1,N,5,9.0
4927,RESTAURANTES,13232.0,2021,0,S,6,7.0
4927,RESTAURANTES,14552.0,2022,0,S,5,7.0
4928,GASTOS DE VIAJE,80000.0,2022,0,S,2,5.0
4929,GASOLINERAS,80000.0,2019,0,S,3,5.0
4930,RESTAURANTES,4000.0,2020,0,N,6,5.0
4931,MEDICINA,103960.0,2021,0,S,2,6.0
4932,TELECOMUNICACIONES,10000.0,2021,0,N,5,4.0
4933,SUPERMERCADOS,33416.0,2022,0,N,1,6.0
4934,RESTAURANTES,4400.0,2021,0,S,6,5.0
4935,SUPERMERCADOS,15800.0,2015,0,S,6,6.0
4936,AUTOMOTRIZ,4000.0,2019,0,N,6,6.0
4937,TIENDAS/ALMACENES DEPARTAMENTALES,5000.0,2019,0,N,5,7.0
4938,SUPERMERCADOS,4000.0,2021,0,S,6,5.0
4939,MEDICINA,52496.0,2021,0,S,2,5.0
4940,GASOLINERAS,6328.0,2021,0,N,5,4.0
4941,RESTAURANTES,80000.0,2021,0,N,2,6.0
4942,TELECOMUNICACIONES,46096.0,2015,0,S,5,6.0
4942,TELECOMUNICACIONES,50720.0,2019,0,N,3,6.0
4943,AUTOMOTRIZ,80000.0,2022,0,S,2,8.0
4944,RESTAURANTES,9000.0,2022,0,N,5,4.0
4945,RECURRENTES,7496.0,2021,0,N,6,4.0
4946,ROPA/ACCESORIOS,10200.0,2015,0,N,6,5.0
4947,SUPERMERCADOS,10800.0,2015,0,N,6,5.0
4948,RESTAURANTES,12000.0,2015,0,N,5,6.0
4948,RESTAURANTES,24000.0,2015,0,N,5,6.0
4949,RESTAURANTES,71504.0,2020,0,N,4,4.0
4950,CONSTRUCCIÓN,10496.0,2021,0,N,5,5.0
4951,CONSTRUCCIÓN,27768.0,2022,0,N,1,5.0
4952,RESTAURANTES,6000.0,2019,0,N,6,4.0
4953,EDUCACIÓN,26000.0,2015,0,N,6,5.0
4954,RESTAURANTES,24432.0,2021,0,S,4,4.0
4955,MERCANCÍA GENERAL,27336.0,2021,0,N,1,8.0
4956,SUPERMERCADOS,5400.0,2015,0,N,6,5.0
4957,RESTAURANTES,75000.0,2015,0,S,6,7.0
4958,ENTRETENIMIENTO - PARQUES,14832.0,2019,0,N,4,4.0
4959,ENTRETENIMIENTO - PARQUES,4000.0,2021,0,N,6,5.0
4960,ARTÍCULOS Y SERVICIOS PERSONALES,20256.0,2017,0,N,6,7.0
4961,RESTAURANTES,10600.0,2015,0,N,6,5.0
4962,TIENDAS/ALMACENES DEPARTAMENTALES,5000.0,2019,0,N,5,4.0
4963,RESTAURANTES,10000.0,2021,0,S,6,5.0
4964,OTROS BIENES Y SERVICIOS,27424.0,2022,0,N,1,5.0
4965,TRANSPORTE,6000.0,2017,0,N,6,6.0
4965,TRANSPORTE,13200.0,2015,0,N,6,6.0
4966,TIENDAS/ALMACENES DEPARTAMENTALES,87040.0,2021,0,N,3,4.0
4967,CONSTRUCCIÓN,21440.0,2022,0,N,4,5.0
4968,SUPERMERCADOS,4000.0,2021,0,S,6,5.0
4969,SUPERMERCADOS,18200.0,2015,0,S,6,9.0
4970,EDUCACIÓN,30000.0,2022,0,N,4,4.0
4971,GASOLINERAS,48440.0,2016,0,N,6,6.0
4972,MEDICINA,61480.0,2018,0,N,3,10.0
4973,GASOLINERAS,14240.0,2021,0,S,5,8.0
4974,AUTOMOTRIZ,13472.0,2022,0,N,4,5.0
4975,AUTOMOTRIZ,4248.0,2018,0,S,6,4.0
4976,RESTAURANTES,4000.0,2022,0,N,6,4.0
4977,CONSTRUCCIÓN,26400.0,2021,0,N,4,4.0
4977,CONSTRUCCIÓN,29040.0,2022,0,N,1,4.0
4978,RESTAURANTES,16000.0,2019,0,N,6,5.0
4979,ARTÍCULOS DE ESPECIALIDAD,8000.0,2021,0,N,6,4.0
4980,RESTAURANTES,80000.0,2022,0,N,2,6.0
4981,RESTAURANTES,17560.0,2015,0,S,6,9.0
4982,SUPERMERCADOS,6000.0,2015,0,N,6,9.0
4983,RESTAURANTES,13000.0,2021,0,S,5,9.0
4984,TELECOMUNICACIONES,15560.0,2019,0,N,6,5.0
4985,SUPERMERCADOS,5760.0,2021,1,N,6,4.0
4986,SUPERMERCADOS,7800.0,2017,0,N,5,4.0
4987,RESTAURANTES,16360.0,2017,0,N,6,5.0
4988,TELECOMUNICACIONES,22200.0,2015,0,N,6,5.0
4989,RESTAURANTES,7280.0,2020,0,S,5,6.0
4990,TRANSPORTE,80000.0,2019,0,N,4,6.0
4991,SUPERMERCADOS,8000.0,2016,0,N,6,7.0
4992,RESTAURANTES,26400.0,2020,0,N,4,5.0
4993,SUPERMERCADOS,18000.0,2020,0,S,5,5.0
4994,RESTAURANTES,4456.0,2021,0,N,6,4.0
4995,ENTRETENIMIENTO,104000.0,2019,0,N,2,10.0
4996,RESTAURANTES,12000.0,2021,0,S,4,4.0
4997,SUPERMERCADOS,24320.0,2021,0,N,4,5.0
4997,SUPERMERCADOS,26752.0,2022,0,N,1,5.0
4998,MEDICINA,14000.0,2021,0,N,4,5.0
4999,CONSTRUCCIÓN,8000.0,2022,0,N,5,5.0
5000,RESTAURANTES,11936.0,2020,0,N,5,6.0
5001,AUTOMOTRIZ,16016.0,2021,0,N,4,4.0
5002,SERVICIOS DE LIMPIEZA,4000.0,2021,0,N,6,4.0
5003,SUPERMERCADOS,146240.0,2018,0,N,2,6.0
5004,TELECOMUNICACIONES,25000.0,2021,0,N,1,5.0
5005,RESTAURANTES,9432.0,2021,0,N,6,4.0
5006,RESTAURANTES,8128.0,2022,0,N,5,5.0
5006,RESTAURANTES,9000.0,2021,0,N,5,5.0
5007,RESTAURANTES,22880.0,2019,0,N,4,6.0
5008,COMIDA/ABARROTES,9720.0,2018,0,S,5,5.0
5009,CONSTRUCCIÓN,17080.0,2015,0,N,6,6.0
5010,TELECOMUNICACIONES,5000.0,2019,0,N,5,5.0
5011,RESTAURANTES,9360.0,2015,0,S,6,6.0
5011,RESTAURANTES,17480.0,2019,0,N,5,6.0
5012,RESTAURANTES,7312.0,2021,0,S,5,4.0
5013,SUPERMERCADOS,8000.0,2022,0,N,5,4.0
5014,TRANSPORTE,8000.0,2022,0,N,5,4.0
5015,SUPERMERCADOS,8000.0,2021,0,S,6,5.0
5016,RESTAURANTES,47272.0,2019,0,N,1,4.0
5017,TELECOMUNICACIONES,13920.0,2021,0,S,4,4.0
5018,SERVICIOS FINANCIEROS,19712.0,2020,0,N,4,4.0
5019,TRANSPORTE,17600.0,2021,0,N,4,4.0
5020,AUTOMOTRIZ,120000.0,2021,0,S,3,6.0
5021,SUPERMERCADOS,25736.0,2020,0,S,1,5.0
5022,SUPERMERCADOS,52552.0,2022,0,S,2,5.0
5023,ENTRETENIMIENTO,30000.0,2019,0,N,4,5.0
5024,SUPERMERCADOS,22800.0,2015,0,N,6,5.0
5025,AUTOMOTRIZ,80000.0,2021,0,S,3,7.0
5026,SUPERMERCADOS,9920.0,2015,0,N,6,5.0
5026,SUPERMERCADOS,10200.0,2016,0,S,6,5.0
5027,RESTAURANTES,12000.0,2015,0,N,5,8.0
5028,OTROS BIENES Y SERVICIOS,8576.0,2021,0,N,6,4.0
5028,OTROS BIENES Y SERVICIOS,11680.0,2020,0,N,5,4.0
5029,SUPERMERCADOS,5200.0,2020,0,N,6,5.0
5030,ARTÍCULOS Y SERVICIOS PERSONALES,4000.0,2021,0,N,6,6.0
5031,TELECOMUNICACIONES,55560.0,2019,0,N,1,7.0
5032,RESTAURANTES,14824.0,2021,0,N,4,4.0
5033,SUPERMERCADOS,11640.0,2019,0,N,5,4.0
5034,TELECOMUNICACIONES,12200.0,2015,0,N,6,7.0
5035,ENTRETENIMIENTO - PARQUES,44600.0,2017,0,N,4,10.0
5035,ENTRETENIMIENTO - PARQUES,49056.0,2021,0,N,2,10.0
5036,MEDICINA,7000.0,2021,0,S,5,4.0
5037,LIBROS-PERIÓDICOS,13440.0,2020,0,N,5,5.0
5038,TELECOMUNICACIONES,6496.0,2022,0,N,5,4.0
5039,RESTAURANTES,16320.0,2015,0,S,6,4.0
5040,ARTÍCULOS Y SERVICIOS PERSONALES,19760.0,2020,0,N,5,4.0
5041,SUPERMERCADOS,4000.0,2021,0,N,6,6.0
5042,SUPERMERCADOS,36400.0,2021,0,S,3,5.0
5043,ROPA/ACCESORIOS,10000.0,2021,0,S,5,6.0
5044,GASOLINERAS,59360.0,2021,0,N,1,4.0
5045,TRANSPORTE,4000.0,2021,0,N,6,6.0
5046,SUPERMERCADOS,31200.0,2020,0,N,6,4.0
5047,ENTRETENIMIENTO - PARQUES,12408.0,2020,0,N,4,7.0
5048,RESTAURANTES,24960.0,2015,0,N,6,4.0
5049,RESTAURANTES,43960.0,2022,0,N,2,4.0
5050,CONSTRUCCIÓN,80000.0,2022,0,N,6,5.0
5050,CONSTRUCCIÓN,115280.0,2019,0,N,2,5.0
5051,RESTAURANTES,6760.0,2020,0,S,6,4.0
5052,RESTAURANTES,5448.0,2022,0,S,6,7.0
5053,SUPERMERCADOS,4000.0,2021,0,N,1,5.0
5054,ORGANISMOS,80000.0,2020,0,N,2,8.0
5055,SUPERMERCADOS,9000.0,2015,0,N,6,9.0
5056,RESTAURANTES,4000.0,2020,0,N,6,4.0
5057,CONSTRUCCIÓN,11704.0,2017,0,N,6,5.0
5057,CONSTRUCCIÓN,16160.0,2016,0,S,5,5.0
5058,RESTAURANTES,16904.0,2016,0,N,6,6.0
5059,RESTAURANTES,6000.0,2016,0,N,5,5.0
5060,GASOLINERAS,28000.0,2022,0,N,1,5.0
5061,MERCANCÍA GENERAL,80000.0,2022,0,S,2,5.0
5062,CONSTRUCCIÓN,80000.0,2018,0,N,1,6.0
5063,SUPERMERCADOS,11000.0,2021,0,N,5,4.0
5064,SUPERMERCADOS,12000.0,2021,0,N,5,4.0
5065,TELECOMUNICACIONES,12000.0,2017,0,N,6,4.0
5066,ENTRETENIMIENTO - PARQUES,8000.0,2020,0,N,5,3.0
5067,ENTRETENIMIENTO - PARQUES,56200.0,2015,0,N,4,9.0
5067,ENTRETENIMIENTO - PARQUES,61816.0,2020,0,N,2,9.0
5068,GASOLINERAS,31032.0,2021,0,S,4,4.0
5069,MERCANCÍA GENERAL,7496.0,2022,0,N,5,8.0
5070,EDUCACIÓN,12600.0,2016,0,S,6,6.0
5070,EDUCACIÓN,30560.0,2019,0,S,5,6.0
5071,TELECOMUNICACIONES,9352.0,2022,0,N,5,4.0
5072,SUPERMERCADOS,29560.0,2016,0,N,5,5.0
5073,GOBIERNO,53480.0,2018,0,S,6,6.0
5074,SUPERMERCADOS,14000.0,2016,0,N,5,8.0
5075,RESTAURANTES,7600.0,2019,0,N,5,3.0
5076,COMIDA/ABARROTES,5000.0,2022,0,N,6,8.0
5077,RESTAURANTES,36712.0,2021,0,N,3,8.0
5078,MERCANCÍA GENERAL,24000.0,2017,0,N,6,9.0
5079,RESTAURANTES,5200.0,2021,0,N,6,5.0
5080,SUPERMERCADOS,11216.0,2021,0,N,5,4.0
5081,RESTAURANTES,8000.0,2022,0,N,5,4.0
5082,RESTAURANTES,10200.0,2020,0,N,6,4.0
5082,RESTAURANTES,11216.0,2021,0,N,5,4.0
5083,RESTAURANTES,27680.0,2020,0,N,4,4.0
5084,AUTOMOTRIZ,9000.0,2016,0,N,6,4.0
5085,OTROS BIENES Y SERVICIOS,15728.0,2019,0,N,4,5.0
5085,OTROS BIENES Y SERVICIOS,48224.0,2016,0,N,6,5.0
5086,MEDICINA,21800.0,2022,0,S,4,4.0
5087,ENTRETENIMIENTO - PARQUES,5600.0,2016,0,N,6,11.0
5088,RESTAURANTES,53200.0,2022,0,N,2,4.0
5089,AUTOMOTRIZ,87520.0,2019,0,N,3,5.0
5090,SUPERMERCADOS,8200.0,2016,0,S,6,9.0
5091,SUPERMERCADOS,23920.0,2020,0,S,6,4.0
5092,SUPERMERCADOS,10120.0,2020,0,S,5,4.0
5092,SUPERMERCADOS,11128.0,2022,0,N,6,4.0
5093,RESTAURANTES,6000.0,2021,0,N,5,7.0
5094,ALOJAMIENTO,20040.0,2021,0,N,4,4.0
5095,GASOLINERAS,10120.0,2021,0,N,5,11.0
5096,ARTÍCULOS Y SERVICIOS PERSONALES,80000.0,2021,0,S,2,4.0
5097,SUPERMERCADOS,27000.0,2016,0,N,6,7.0
5098,JUGUETERÍAS,80000.0,2020,0,N,1,11.0
5099,RESTAURANTES,12336.0,2020,0,N,4,5.0
5100,RESTAURANTES,27496.0,2021,1,N,4,5.0
5101,TRANSPORTE,80000.0,2021,0,N,2,8.0
5102,AUTOMOTRIZ,48000.0,2019,0,N,6,4.0
5102,AUTOMOTRIZ,69600.0,2020,0,N,3,4.0
5103,RESTAURANTES,64800.0,2016,0,N,1,7.0
5104,CONSTRUCCIÓN,28000.0,2020,0,N,4,7.0
5104,CONSTRUCCIÓN,30800.0,2021,0,N,1,7.0
5105,RESTAURANTES,10600.0,2016,0,N,6,6.0
5105,RESTAURANTES,11656.0,2021,0,N,5,6.0
5106,TRANSPORTE,12000.0,2017,0,N,6,8.0
5107,OTROS BIENES Y SERVICIOS,9520.0,2021,0,N,6,7.0
5108,SUPERMERCADOS,27600.0,2017,0,N,6,6.0
5109,SUPERMERCADOS,39000.0,2016,0,N,4,8.0
5110,ARTÍCULOS Y SERVICIOS PERSONALES,100000.0,2017,0,N,1,5.0
5110,ARTÍCULOS Y SERVICIOS PERSONALES,137800.0,2019,0,N,2,5.0
5111,ENTRETENIMIENTO,23096.0,2021,0,S,1,4.0
5112,ALOJAMIENTO,25000.0,2021,0,N,1,4.0
5113,SUPERMERCADOS,4000.0,2021,0,S,6,5.0
5114,RESTAURANTES,38168.0,2021,0,N,3,4.0
5115,JOYERÍAS,8000.0,2016,0,N,5,6.0
5116,COMIDA/ABARROTES,39200.0,2021,0,S,4,4.0
5117,GASOLINERAS,28360.0,2020,0,N,4,8.0
5118,SUPERMERCADOS,39600.0,2021,0,S,4,5.0
5119,ALOJAMIENTO,35480.0,2016,0,N,4,9.0
5120,ROPA/ACCESORIOS - COMERCIAL,6000.0,2016,0,N,6,6.0
5120,ROPA/ACCESORIOS - COMERCIAL,13800.0,2016,0,N,6,6.0
5121,TELECOMUNICACIONES,16800.0,2022,0,N,6,4.0
5122,SUPERMERCADOS,8104.0,2016,0,S,6,5.0
5123,RESTAURANTES,10000.0,2017,0,N,6,7.0
5124,RESTAURANTES,80000.0,2022,0,N,2,4.0
5125,SUPERMERCADOS,5000.0,2020,0,N,6,4.0
5126,TELECOMUNICACIONES,7600.0,2020,0,N,6,5.0
5127,SUPERMERCADOS,15040.0,2016,0,N,4,11.0
5128,TRANSPORTE,35960.0,2020,0,N,4,4.0
5129,SUPERMERCADOS,6928.0,2022,0,N,6,8.0
5130,RESTAURANTES,8000.0,2022,0,N,5,6.0
5131,GASOLINERAS,6800.0,2021,0,S,6,5.0
5132,AUTOMOTRIZ,6000.0,2022,0,N,5,6.0
5133,SUPERMERCADOS,20000.0,2020,0,N,4,6.0
5134,SUPERMERCADOS,11192.0,2022,0,N,5,4.0
5135,ROPA/ACCESORIOS,9704.0,2018,0,N,5,5.0
5136,RESTAURANTES,4400.0,2021,0,N,6,5.0
5137,MATERIALES/EQUIPOS DE OFICINA,45600.0,2016,0,N,4,10.0
5138,RESTAURANTES,15000.0,2021,0,N,4,4.0
5139,SUPERMERCADOS,35520.0,2019,0,N,4,8.0
5140,RESTAURANTES,6240.0,2016,0,S,5,8.0
5141,RESTAURANTES,185040.0,2019,0,N,2,11.0
5142,AEROLÍNEAS,32640.0,2019,0,N,3,5.0
5143,RESTAURANTES,14800.0,2016,0,N,6,9.0
5143,RESTAURANTES,16280.0,2018,0,N,5,9.0
5144,MEDICINA,37600.0,2021,0,N,1,5.0
5145,TELECOMUNICACIONES,7480.0,2020,0,S,6,5.0
5146,AUTOMOTRIZ,13496.0,2022,0,N,4,8.0
5147,ALOJAMIENTO,22304.0,2022,0,N,1,8.0
5148,RESTAURANTES,7200.0,2016,0,N,6,6.0
5149,COMIDA/ABARROTES,4000.0,2021,0,N,6,5.0
5149,COMIDA/ABARROTES,8000.0,2021,0,N,6,5.0
5150,MERCANCÍA GENERAL,8000.0,2022,0,N,5,4.0
5151,SERVICIOS FINANCIEROS,9000.0,2017,0,N,6,4.0
5151,SERVICIOS FINANCIEROS,19760.0,2019,0,S,5,4.0
5152,TELECOMUNICACIONES,4000.0,2021,0,S,6,5.0
5153,GASOLINERAS,4000.0,2021,1,N,6,8.0
5154,TELECOMUNICACIONES,22696.0,2021,0,N,6,4.0
5155,ROPA/ACCESORIOS,4000.0,2022,0,S,6,4.0
5156,SUPERMERCADOS,7256.0,2021,0,N,5,6.0
5157,RESTAURANTES,4000.0,2021,0,N,6,5.0
5158,TELECOMUNICACIONES,18000.0,2018,0,N,4,4.0
5159,SUPERMERCADOS,10560.0,2020,0,N,5,5.0
5160,RESTAURANTES,19200.0,2022,0,N,4,4.0
5161,CONSTRUCCIÓN,54000.0,2020,0,N,4,4.0
5161,CONSTRUCCIÓN,77200.0,2021,0,N,2,4.0
5162,RESTAURANTES,11000.0,2022,0,N,6,5.0
5163,RESTAURANTES,15600.0,2017,0,N,6,4.0
5164,RESTAURANTES,38912.0,2016,0,N,6,10.0
5165,OTROS BIENES Y SERVICIOS,120000.0,2021,0,N,2,5.0
5166,ALOJAMIENTO,10400.0,2021,0,N,5,6.0
5167,TELECOMUNICACIONES,33600.0,2021,0,N,1,6.0
5168,ARTÍCULOS Y SERVICIOS PERSONALES,10400.0,2019,0,N,6,4.0
5169,GASOLINERAS,25000.0,2016,0,N,5,8.0
5170,TELECOMUNICACIONES,12600.0,2021,0,N,4,5.0
5171,SUPERMERCADOS,19320.0,2022,0,N,4,4.0
5172,EDUCACIÓN,24000.0,2021,0,N,4,4.0
5173,ARTÍCULOS Y SERVICIOS PERSONALES,5136.0,2021,0,N,5,4.0
5174,MERCANCÍA GENERAL,16480.0,2021,0,S,5,5.0
5175,ARTÍCULOS Y SERVICIOS PERSONALES,8000.0,2021,0,N,6,4.0
5176,RESTAURANTES,16880.0,2016,0,N,6,4.0
5176,RESTAURANTES,33760.0,2016,0,S,6,4.0
5177,ENTRETENIMIENTO - PARQUES,12648.0,2022,0,N,4,4.0
5178,SUPERMERCADOS,4000.0,2021,0,N,6,5.0
5179,MEDICINA,8000.0,2022,0,S,5,8.0
5180,RESTAURANTES,22200.0,2016,0,N,6,7.0
5181,ORGANISMOS,6592.0,2022,0,N,6,8.0
5182,AUTOMOTRIZ,13000.0,2019,0,N,5,5.0
5183,ALOJAMIENTO,6464.0,2021,0,N,6,5.0
5184,SUPERMERCADOS,56624.0,2021,0,N,1,5.0
5185,CONSTRUCCIÓN,14000.0,2021,0,N,4,4.0
5186,RESTAURANTES,300000.0,2016,0,N,1,7.0
5187,SUPERMERCADOS,27104.0,2021,0,N,4,6.0
5188,TELECOMUNICACIONES,10000.0,2022,0,N,5,5.0
5189,SUPERMERCADOS,24000.0,2021,0,N,6,5.0
5190,SUPERMERCADOS,4000.0,2021,0,N,6,4.0
5191,ARTÍCULOS Y SERVICIOS PERSONALES,6760.0,2016,0,S,6,6.0
5192,RESTAURANTES,8000.0,2016,0,N,6,4.0
5193,SUPERMERCADOS,12000.0,2021,0,N,4,6.0
5194,ENTRETENIMIENTO - DEPORTES,5200.0,2019,0,S,6,5.0
5195,AUTOMOTRIZ,11248.0,2022,0,S,6,5.0
5196,GASOLINERAS,10400.0,2019,0,N,6,4.0
5197,MEDICINA,29400.0,2021,0,N,4,1.0
5198,RESTAURANTES,4000.0,2021,0,N,6,4.0
5199,GASOLINERAS,18496.0,2019,0,N,4,4.0
5200,RESTAURANTES,80000.0,2021,0,N,2,6.0
5201,SUPERMERCADOS,6800.0,2019,0,N,6,4.0
5201,SUPERMERCADOS,9720.0,2021,0,S,5,4.0
5202,TELECOMUNICACIONES,7200.0,2022,0,N,5,4.0
5203,SUPERMERCADOS,9360.0,2016,0,S,5,6.0
5204,ENTRETENIMIENTO - PARQUES,33680.0,2020,0,N,4,4.0
5205,TELECOMUNICACIONES,10000.0,2020,0,N,5,4.0
5206,RESTAURANTES,4000.0,2021,0,N,6,5.0
5207,SUPERMERCADOS,10960.0,2019,0,N,6,4.0
5208,RESTAURANTES,9000.0,2017,0,N,6,8.0
5209,SUPERMERCADOS,13520.0,2016,0,N,5,10.0
5210,RESTAURANTES,10000.0,2016,0,N,4,8.0
5211,SUPERMERCADOS,26400.0,2020,0,N,1,7.0
5212,SUPERMERCADOS,21600.0,2017,0,S,5,5.0
5212,SUPERMERCADOS,28200.0,2016,0,N,6,5.0
5213,COMIDA/ABARROTES,5848.0,2019,0,N,6,5.0
5214,TELECOMUNICACIONES,36480.0,2021,0,N,3,4.0
5215,GASOLINERAS,13120.0,2017,0,N,6,6.0
5216,GASOLINERAS,8000.0,2019,0,S,6,4.0
5217,RESTAURANTES,8000.0,2022,0,S,5,5.0
5218,ARTÍCULOS PARA EL HOGAR,6000.0,2021,0,N,5,4.0
5219,RESTAURANTES,9000.0,2022,0,S,5,6.0
5220,RECURRENTES,54600.0,2018,0,N,4,12.0
5221,MEDICINA,4000.0,2022,0,N,6,4.0
5222,EDUCACIÓN,6000.0,2016,0,S,6,9.0
5223,SUPERMERCADOS,14960.0,2020,0,N,5,4.0
5224,MEDICINA,8000.0,2020,0,N,5,3.0
5225,SUPERMERCADOS,8000.0,2022,0,N,5,7.0
5226,SUPERMERCADOS,8000.0,2017,0,N,6,7.0
5226,SUPERMERCADOS,12000.0,2016,0,N,6,7.0
5227,SUPERMERCADOS,12744.0,2019,0,N,5,4.0
5228,ENTRETENIMIENTO - PARQUES,15160.0,2018,0,N,6,4.0
5229,SUPERMERCADOS,8000.0,2021,0,N,5,5.0
5231,RESTAURANTES,60120.0,2019,0,N,5,5.0
5232,MASCOTAS/ANIMALES DOMÉSTICOS,10000.0,2022,1,N,6,4.0
5233,ENTRETENIMIENTO - DEPORTES,33944.0,2021,0,N,1,6.0
5234,COMIDA/ABARROTES,36000.0,2022,0,N,1,4.0
5235,VENTAS EN AMBIENTES DE TARJETA AUSENTE,44080.0,2022,0,N,2,7.0
5236,GASOLINERAS,6216.0,2021,0,N,5,7.0
5237,ENTRETENIMIENTO,43200.0,2022,0,N,2,8.0
5238,SUPERMERCADOS,5496.0,2021,0,N,6,4.0
5239,GASTOS DE VIAJE,12000.0,2021,0,N,4,4.0
5240,RESTAURANTES,46776.0,2018,0,N,3,4.0
5241,RESTAURANTES,8320.0,2016,0,S,6,7.0
5242,ARTÍCULOS DE ESPECIALIDAD,20800.0,2019,0,N,6,4.0
5242,ARTÍCULOS DE ESPECIALIDAD,22880.0,2022,0,N,1,4.0
5243,RESTAURANTES,4000.0,2021,0,N,6,4.0
5244,MEDICINA,15600.0,2017,0,N,6,7.0
5244,MEDICINA,54440.0,2017,0,N,6,7.0
5245,ORGANISMOS,29376.0,2022,0,N,1,5.0
5246,RESTAURANTES,57496.0,2021,0,N,3,4.0
5247,RESTAURANTES,12144.0,2020,0,N,6,4.0
5247,RESTAURANTES,16520.0,2017,0,N,6,4.0
5248,RESTAURANTES,8360.0,2022,0,N,5,5.0
5249,AUTOMOTRIZ,42000.0,2021,0,N,3,8.0
5250,TIENDAS/ALMACENES DEPARTAMENTALES,9896.0,2020,0,N,6,4.0
5251,MEDICINA,25000.0,2022,0,N,4,5.0
5252,GASOLINERAS,46800.0,2020,0,N,1,9.0
